1HOPSAT,Hera Systems,Commercial,Earth Observation,LEO,Non-Polar Inclined,566,576,0.00072,36.9,22,2019,0.5,Satish Dhawan Space Centre,PSLV
Megha-Tropiques,Indian Space Research Organization (ISRO)/Centre National d'Etudes Spatiales (CNES),Government,Earth Observation,LEO,Non-Polar Inclined,853,868,0.00104,20,1000,2011,5,Satish Dhawan Space Centre,PSLV
Meridian-6,Military Space Forces (VKS),Military,Communications,Elliptical,Molniya,1494,38860,0.704,63.77,2500,2012,7,Plesetsk Cosmodrome,Soyuz 2.1a
Meridian-7,Military Space Forces (VKS),Military,Communications,Elliptical,Molniya,962,39398,0.724,62.82,2500,2014,7,Plesetsk Cosmodrome,Soyuz 2.1a
Meridian-8,Military Space Forces (VKS),Military,Communications,Elliptical,Molniya,986,39735,0.725,62.8,2500,2019,7,Plesetsk Cosmodrome,Soyuz 2.1a
Meridian-9,Military Space Forces (VKS),Military,Communications,Elliptical,Molniya,1036,39308,0.721,62.84,2500,2020,7,Plesetsk Cosmodrome,Soyuz 2.1a
Meteor-M N-2,Russian Federal Service For Hydrometeorology and Environmental Monitoring (ROSHYDROMET),Government,Earth Observation,LEO,Sun-Synchronous,819,828,0.000626,98.81,2778,2014,5,Baikonur Cosmodrome,Soyuz 2.1b
Microvariability & Oscillations of Stars (MOST),Canadian Space Agency,Government,Space Science,LEO,Sun-Synchronous,817,832,0.00104,98.7,53,2003,1,Plesetsk Cosmodrome,Rokot
NARSSCUBE-1,National Authority for Remote Sensing and Space Sciences,Government,Technology Development,LEO,Non-Polar Inclined,400,407,0.000517,51.6,1,2019,1,International Space Station,J-SSOD Deployer
NARSSCUBE-2,National Authority for Remote Sensing and Space Sciences,Government,Technology Development,LEO,Non-Polar Inclined,468,483,0.0011,51.6,1,2019,1,Cape Canaveral,Falcon 9
NIUSat,Noorul Islam University,Civil,Technology Development,LEO,Sun-Synchronous,496,517,0.00153,97.4,15,2017,2,Satish Dhawan Space Centre,PSLV
NOAA-15,National Oceanographic and Atmospheric Administration (NOAA) (part of international program),Government,Earth Observation,LEO,Sun-Synchronous,800,816,0.00111,98.7,2223,1998,3,Vandenberg AFB,Titan 2
NOAA-18,National Oceanographic and Atmospheric Administration (NOAA) (part of international program),Government,Earth Observation,LEO,Sun-Synchronous,843,864,0.00145,99.1,2223,2005,3,Vandenberg AFB,Delta 2
NOAA-19,National Oceanographic and Atmospheric Administration (NOAA) (part of international program),Government,Earth Observation,LEO,Sun-Synchronous,845,864,0.00131,98.9,1420,2009,3,Vandenberg AFB,Delta 2
NOAA-20,National Oceanographic and Atmospheric Administration (NOAA) (part of international program),Government,Earth Observation,LEO,Sun-Synchronous,817,819,0.000139,98.7,2294,2017,7,Vandenberg AFB,Delta 2
OCO 2,National Aeronautics and Space Administration (NASA),Government,Earth Observation,LEO,Sun-Synchronous,701,704,0.000212,98.2,454,2014,2,Vandenberg AFB,Delta 2
ORBCOMM FM-4,ORBCOMM Inc.,Commercial,Communications,LEO,Polar,768,838,0.00488,108,45,1998,5,Vandenberg AFB,Taurus
ORBCOMM FM-103,ORBCOMM Inc.,Commercial,Communications,LEO,Non-Polar Inclined,620,741,0.00858,47,172,2014,5,Cape Canaveral,Falcon 9
ORBCOMM FM-107,ORBCOMM Inc.,Commercial,Communications,LEO,Non-Polar Inclined,620,739,0.00844,47,172,2014,5,Cape Canaveral,Falcon 9
ORBCOMM FM-108,ORBCOMM Inc.,Commercial,Communications,LEO,Non-Polar Inclined,614,657,0.00307,47,172,2015,5,Cape Canaveral,Falcon 9
ORBCOMM FM-109,ORBCOMM Inc.,Commercial,Communications,LEO,Non-Polar Inclined,620,739,0.00844,47,172,2014,5,Cape Canaveral,Falcon 9
ORBCOMM FM-110,ORBCOMM Inc.,Commercial,Communications,LEO,Non-Polar Inclined,615,658,0.00307,47,172,2015,5,Cape Canaveral,Falcon 9
ORBCOMM FM-112,ORBCOMM Inc.,Commercial,Communications,LEO,Non-Polar Inclined,614,657,0.00307,47,172,2015,5,Cape Canaveral,Falcon 9
ORBCOMM FM-113,ORBCOMM Inc.,Commercial,Communications,LEO,Non-Polar Inclined,614,656,0.003,47,172,2015,5,Cape Canaveral,Falcon 9
ORBCOMM FM-114,ORBCOMM Inc.,Commercial,Communications,LEO,Non-Polar Inclined,614,658,0.00314,47,172,2015,5,Cape Canaveral,Falcon 9
ORBCOMM FM-115,ORBCOMM Inc.,Commercial,Communications,LEO,Non-Polar Inclined,613,655,0.003,47,172,2015,5,Cape Canaveral,Falcon 9
ORBCOMM FM-116,ORBCOMM Inc.,Commercial,Communications,LEO,Non-Polar Inclined,614,654,0.00286,47,172,2015,5,Cape Canaveral,Falcon 9
ORBCOMM FM-117,ORBCOMM Inc.,Commercial,Communications,LEO,Non-Polar Inclined,614,656,0.003,47,172,2015,5,Cape Canaveral,Falcon 9
ORBCOMM FM-118,ORBCOMM Inc.,Commercial,Communications,LEO,Non-Polar Inclined,615,658,0.00307,47,172,2015,5,Cape Canaveral,Falcon 9
OTB-1,General Atomics - Electromagnetic Systems Group,Commercial,Technology Development,LEO,Sun-Synchronous,706,723,0.0012,24,138,2019,25,Cape Canaveral,Falcon Heavy
Cosmos 2407,Ministry of Defense,Military,Communications,LEO,Polar,949,1008,0.00401,83,825,2004,3,Plesetsk Cosmodrome,Kosmos 3M
Cosmos 2414,Ministry of Defense,Military,Communications,LEO,Polar,907,968,0.00417,83,825,2005,3,Plesetsk Cosmodrome,Kosmos 3M
Cosmos 2463,Ministry of Defense,Military,Communications,LEO,Polar,968,1022,0.00367,83,820,2010,3,Plesetsk Cosmodrome,Kosmos 3M
PEASSS,Netherlands Organization for Applied Scientific Research (NTO) consortium,Government,Technology Development,LEO,Sun-Synchronous,494,504,0.000728,97.5,10,2017,1,Satish Dhawan Space Centre,PSLV XL
Cosmos 2486,Ministry of Defense,Military,Earth Observation,LEO,Sun-Synchronous,714,733,0.00134,98.3,7000,2013,5,Plesetsk Cosmodrome,Soyuz 2.1b
Cosmos 2506,Ministry of Defense,Military,Earth Observation,LEO,Sun-Synchronous,706,725,0.00134,98.5,7000,2015,5,Plesetsk Cosmodrome,Soyuz 2.1b
PeruSat-1,Peruvian SpaceAgency,Government,Earth Observation,LEO,Sun-Synchronous,704,705,7.07E-05,98.2,430,2016,10,Guiana Space Center,Vega
Pl�iades HR1A ,"Ministry of Defense/Centre National d'Etudes Spatiales (CNES) - cooperation with Austria, Belgium, Spain, Sweden",Government,Earth Observation,LEO,Sun-Synchronous,697,699,0.000141,98.2,1000,2011,5,Guiana Space Center,Soyuz 2/Fregat
Pl�iades HR1B ,"Ministry of Defense/Centre National d'Etudes Spatiales (CNES) - cooperation with Austria, Belgium, Spain, Sweden",Government,Earth Observation,LEO,Sun-Synchronous,678,691,0.000921,98.5,970,2012,5,Guiana Space Center,Soyuz STA/Fregat
PRISMA,Italian Space Agency,Government,Earth Observation,LEO,Sun-Synchronous,623,625,0.000143,97.9,550,2019,5,Guiana Space Center,Vega
Proba 5,European Space Agency (ESA),Government,Earth Observation,LEO,Sun-Synchronous,813,820,0.000487,98.73,140,2013,2.5,Guiana Space Center,Vega
Prometheus 2.1,Los Alamos National Laboratory,Military,Technology Development,LEO,Sun-Synchronous,574,586,0.000863,97.99,1,2016,4,Vandenberg AFB,Atlas 5
Prometheus 2.3,Los Alamos National Laboratory,Military,Technology Development,LEO,Equatorial,388,601,0.0155,24.5,1,2017,2,Cape Canaveral,Minotaur 4
Prometheus 2.6,Los Alamos National Laboratory,Military,Technology Development,LEO,Elliptical,300,847,0.0394,28.5,1,2019,2,Cape Canaveral,Falcon Heavy
Prox-1,Georgia Institute of Technology,Civil,Technology Development,LEO,Sun-Synchronous,705,725,0.00141,24,70,2019,0.25,Cape Canaveral,Falcon Heavy
PWSat-2,Warsaw University of Technology,Civil,Technology Development,LEO,Sun-Synchronous,572,591,0.00137,97.7,3,2018,0.5,Vandenberg AFB,Falcon 9
Raavana-1,Kyushu Institute of Technology (KIT),Civil,Earth Observation,LEO,Non-Polar Inclined,405,415,0.000737,51.6,1,2019,1.5,International Space Station,J-SSOD Deployer
Radarsat-2,MDA Corporation,Commercial,Earth Observation,LEO,Sun-Synchronous,791,793,0.00014,98.6,2924,2007,7,Baikonur Cosmodrome,Soyuz
RAVAN,Applied Physics Laboratory/NASA,Government,Technology Development,LEO,Sun-Synchronous,570,583,0.000936,97.96,5,2016,0.5,Vandenberg AFB,Atlas 5
RCM-1,Canadian Space Agency,Government,Earth Observation,LEO,Sun-Synchronous,584,604,0.00144,97.7,1430,2019,7,Vandenberg AFB,Falcon 9
RCM-2,Canadian Space Agency,Government,Earth Observation,LEO,Sun-Synchronous,584,603,0.00136,97.7,1430,2019,7,Vandenberg AFB,Falcon 9
RCM-3,Canadian Space Agency,Government,Earth Observation,LEO,Sun-Synchronous,584,603,0.00136,97.7,1430,2019,7,Vandenberg AFB,Falcon 9
Resourcesat 2,Indian Space Research Organization (ISRO)/exactEarth,Government,Earth Observation,LEO,Sun-Synchronous,817,823,0.000417,98.7,1206,2011,5,Satish Dhawan Space Centre,PSLV C16
Resourcesat-2A,Indian Space Research Organization (ISRO),Government,Earth Observation,LEO,Sun-Synchronous,814,831,0.00118,98.7,1235,2016,5,Satish Dhawan Space Centre,PSLV
RISat-2BR1,Ministry of Defense,Military,Earth Observation,LEO,Non-Polar Inclined,563,573,0.000721,36.9,628,2019,5,Satish Dhawan Space Centre,PSLV
Cosmos 2437,Ministry of Defense,Military,Communications,LEO,Polar,1480,1511,0.00197,82.5,280,2008,5,Plesetsk Cosmodrome,Rokot
Cosmos 2438,Ministry of Defense,Military,Communications,LEO,Polar,1477,1509,0.00203,82.5,280,2008,5,Plesetsk Cosmodrome,Rokot
Cosmos 2439,Ministry of Defense,Military,Communications,LEO,Polar,1478,1510,0.00203,82.5,280,2008,5,Plesetsk Cosmodrome,Rokot
Cosmos 2451,Ministry of Defense,Military,Communications,LEO,Polar,1498,1509,0.000699,82.5,280,2009,5,Plesetsk Cosmodrome,Rokot
Cosmos 2453,Ministry of Defense,Military,Communications,LEO,Polar,1495,1506,0.000699,82.5,280,2009,5,Plesetsk Cosmodrome,Rokot
Cosmos 2467,Ministry of Defense,Military,Communications,LEO,Polar,1493,1496,0.000191,82.5,225,2010,3,Plesetsk Cosmodrome,Rokot
Cosmos 2468,Ministry of Defense,Military,Communications,LEO,Polar,1484,1505,0.00134,82.5,225,2010,3,Plesetsk Cosmodrome,Rokot
Cosmos 2481,Ministry of Defense,Military,Communications,LEO,Polar,1481,1512,0.00197,82.5,280,2012,5,Plesetsk Cosmodrome,Rokot
Cosmos 2482,Ministry of Defense,Military,Communications,LEO,Polar,1473,1516,0.00273,82.5,250,2013,5,Plesetsk Cosmodrome,Rokot
Cosmos 2483,Ministry of Defense,Military,Communications,LEO,Polar,1473,1516,0.00273,82.5,250,2013,5,Plesetsk Cosmodrome,Rokot
Cosmos 2484,Ministry of Defense,Military,Communications,LEO,Polar,1475,1514,0.00248,82.5,250,2013,5,Plesetsk Cosmodrome,Rokot
Cosmos 2488,Ministry of Defense,Military,Communications,LEO,Polar,1478,1509,0.00197,82.5,280,2013,5,Plesetsk Cosmodrome,Rokot
Cosmos 2489,Ministry of Defense,Military,Communications,LEO,Polar,1477,1507,0.00191,82.5,280,2013,5,Plesetsk Cosmodrome,Rokot
Cosmos 2490,Ministry of Defense,Military,Communications,LEO,Polar,1482,1511,0.00184,82.5,280,2013,5,Plesetsk Cosmodrome,Rokot
Cosmos 2496,Ministry of Defense,Military,Communications,LEO,Polar,1480,1511,0.00197,82.44,280,2014,5,Plesetsk Cosmodrome,Rokot
Cosmos 2497,Ministry of Defense,Military,Communications,LEO,Polar,1478,1510,0.00203,82.45,280,2014,5,Plesetsk Cosmodrome,Rokot
Cosmos 2498,Ministry of Defense,Military,Communications,LEO,Polar,1477,1509,0.00203,82.44,280,2014,5,Plesetsk Cosmodrome,Rokot
Cosmos 2507,Ministry of Defense,Military,Communications,LEO,Polar,1497,1506,0.000572,82.5,280,2015,5,Plesetsk Cosmodrome,Rokot
Cosmos 2508,Ministry of Defense,Military,Communications,LEO,Polar,1496,1504,0.000508,82.49,280,2015,5,Plesetsk Cosmodrome,Rokot
Cosmos 2509,Ministry of Defense,Military,Communications,LEO,Polar,1498,1508,0.000635,82.49,280,2015,5,Plesetsk Cosmodrome,Rokot
Cosmos 2530,Ministry of Defense,Military,Communications,LEO,Polar,1485,1508,0.00146,82.5,280,2018,5,Plesetsk Cosmodrome,Rokot
Cosmos 2531,Ministry of Defense,Military,Communications,LEO,Polar,1485,1508,0.00146,82.5,280,2018,5,Plesetsk Cosmodrome,Rokot
Cosmos 2532,Ministry of Defense,Military,Communications,LEO,Polar,1485,1508,0.00146,82.5,280,2018,5,Plesetsk Cosmodrome,Rokot
Rumba,European Space Agency (ESA) (and 250 international scientific investigators),Government,Space Science,Elliptical,Deep Highly Eccentric,17240,120715,0.687,90.8,1200,2000,4,Baikonur Cosmodrome,Soyuz
Salsa,European Space Agency (ESA) (and 250 international scientific investigators),Government,Space Science,Elliptical,Deep Highly Eccentric,21998,110256,0.609,90.7,1200,2000,4,Baikonur Cosmodrome,Soyuz
Samba,European Space Agency (ESA) (and 250 international scientific investigators),Government,Space Science,Elliptical,Deep Highly Eccentric,22017,110791,0.61,132.98,1200,2000,4,Baikonur Cosmodrome,Soyuz
SAOCOM-1A,National Space Activities Commission (CONAE),Government,Earth Observation,LEO,Sun-Synchronous,626,633,0.0005,98,1650,2018,5,Vandenberg AFB,Falcon 9
Sapphire,Department of National Defense,Military,Space Observation,LEO,Non-Polar Inclined,772,787,0.00105,132.98,148,2013,5,Satish Dhawan Space Centre,PSLV
SARAL,Indian Space Research Organization (ISRO)/Centre National d'Etudes Spatiales (CNES),Government,Earth Observation,LEO,Sun-Synchronous,782,785,0.00021,98.5,407,2013,5,Satish Dhawan Space Centre,PSLV
SAR-Lupe 1,Armed Forces,Military,Earth Observation,LEO,Non-Polar Inclined,468,505,0.0027,98.2,770,2006,10,Plesetsk Cosmodrome,Kosmos 3M
SAR-Lupe 2,Armed Forces,Military,Earth Observation,LEO,Non-Polar Inclined,470,503,0.00241,98.19,770,2007,10,Plesetsk Cosmodrome,Kosmos 3M
SAR-Lupe 3,Armed Forces,Military,Earth Observation,LEO,Non-Polar Inclined,473,496,0.00168,98.17,770,2007,10,Plesetsk Cosmodrome,Kosmos 3M
SAR-Lupe 4,Armed Forces,Military,Earth Observation,LEO,Non-Polar Inclined,448,486,0.00278,98.16,770,2008,10,Plesetsk Cosmodrome,Kosmos 3M
SAR-Lupe 5,Armed Forces,Military,Earth Observation,LEO,Non-Polar Inclined,474,502,0.00204,98.16,770,2008,10,Plesetsk Cosmodrome,Kosmos 3M
ScatSat-1,Indian Space Research Organization (ISRO),Government,Earth Observation,LEO,Sun-Synchronous,717,731,0.000987,98.1,371,2016,5,Satish Dhawan Space Centre,PSLV
SCD-1,Instituto Nacional de Pesquisas Espaciais (INPE),Government,Earth Observation,LEO,Non-Polar Inclined,716,776,0.00422,25,110,1993,3,Cape Canaveral,Pegasus
SCD-2,Instituto Nacional de Pesquisas Espaciais (INPE),Government,Earth Observation,LEO,Non-Polar Inclined,735,760,0.00176,25,110,1998,3,Cape Canaveral,Pegasus
Sentinel 3B,EUMETSAT (European Organization for the Exploitation of Meteorological Satellites),Government,Earth Observation,LEO,Sun-Synchronous,802,815,0.000905,98.6,2300,2018,7,Plesetsk Cosmodrome,Rokot
Sentinel 1A,EUMETSAT (European Organization for the Exploitation of Meteorological Satellites),Government,Earth Observation,LEO,Sun-Synchronous,691,693,0.000142,98.16,2300,2014,7,Guiana Space Center,Soyuz
Sentinel 1B,EUMETSAT (European Organization for the Exploitation of Meteorological Satellites),Government,Earth Observation,LEO,Sun-Synchronous,695,697,0.000142,98.1,2300,2016,7,Guiana Space Center,Soyuz 2.1a
Sentinel 2A,EUMETSAT (European Organization for the Exploitation of Meteorological Satellites),Government,Earth Observation,LEO,Sun-Synchronous,787,788,6.99E-05,98.5,1130,2015,7,Guiana Space Center,Vega
Sentinel 2B,EUMETSAT (European Organization for the Exploitation of Meteorological Satellites),Government,Earth Observation,LEO,Sun-Synchronous,777,779,0.00014,98.5,1130,2017,7,Guiana Space Center,Vega
Sentinel 3A,EUMETSAT (European Organization for the Exploitation of Meteorological Satellites),Government,Earth Observation,LEO,Sun-Synchronous,802,804,0.000139,98.6,2300,2016,7,Plesetsk Cosmodrome,Rokot
Sentinel 5P,EUMETSAT (European Organization for the Exploitation of Meteorological Satellites),Government,Earth Observation,LEO,Sun-Synchronous,816,819,0.000209,98.7,820,2017,7,Plesetsk Cosmodrome,Rokot
Sinah-1,Iranian Research Organization for Science and Technology (IROST),Government,Communications,LEO,Sun-Synchronous,681,703,0.00156,97.9,170,2005,3,Plesetsk Cosmodrome,Kosmos 3M
Sirius-1 (SD Radio 1),Sirius XM Holdings,Commercial,Communications,Elliptical,Molniya,23783,47100,0.279,63.3,3727,2000,15,Baikonur Cosmodrome,Proton K
Sirius 2 (SD Radio 2),Sirius XM Holdings,Commercial,Communications,Elliptical,Molniya,12849,47048,0.471,63.3,3792,2000,15,Baikonur Cosmodrome,Proton K
Sirius 3 (SD Radio 3),Sirius XM Holdings,Commercial,Communications,Elliptical,Molniya,6179,47086,0.62,63.4,3727,2000,15,Baikonur Cosmodrome,Proton K
SMOS,Centre National d'Etudes Spatiales (CNES)/European Space Agency (ESA),Government,Earth Observation,LEO,Sun-Synchronous,759,760,7.01E-05,98.4,658,2009,3,Plesetsk Cosmodrome,Breeze KM
Spektr-R/RadioAstron,Astro Space Center of Moscow/Russian Academy of Sciences,Government,Space Science,Elliptical,Cislunar,1000,330000,0.957,51.46,3660,2011,5,Baikonur Cosmodrome,Zenit 3SLBF/Fregat SB
Spot 6,Spot Image,Commercial,Earth Observation,LEO,Sun-Synchronous,696,699,0.000212,98.2,720,2012,10,Satish Dhawan Space Centre,PSLV
Spot 7,Spot Image,Commercial,Earth Observation,LEO,Sun-Synchronous,643,660,0.00121,98.2,714,2014,10,Satish Dhawan Space Centre,PSLV-CA
SRMSat,SRM University,Civil,Technology Development,LEO,Non-Polar Inclined,850,868,0.00124,20,11,2011,1,Satish Dhawan Space Centre,PSLV
StarLink Demo 1,SpaceX,Commercial,Communications,LEO,Sun-Synchronous,500,516,0.00116,97.4,20,2018,2,Vandenberg AFB,Falcon 9
STPSat-4,USAF Space Test Program,Military,Technology Development,LEO,Non-Polar Inclined,415,422,0.000516,51.6,10,2020,1,International Space Station,Manual Deployment
Cosmos 2385,Ministry of Defense,Military,Communications,LEO,Polar,1417,1425,0.000513,82.5,225,2001,3,Plesetsk Cosmodrome,Tsyklon 3
Cosmos 2386,Ministry of Defense,Military,Communications,LEO,Polar,1415,1419,0.000257,82.5,225,2001,3,Plesetsk Cosmodrome,Tsyklon 3
Cosmos 2390,Ministry of Defense,Military,Communications,LEO,Equatorial,1468,1506,0.00242,8.5,225,2002,3,Plesetsk Cosmodrome,Kosmos 3M
Cosmos 2391,Ministry of Defense,Military,Communications,LEO,Polar,1466,1506,0.00255,82.5,225,2002,3,Plesetsk Cosmodrome,Kosmos 3M
Cosmos 2400,Ministry of Defense,Military,Communications,LEO,Polar,1467,1503,0.00229,82.5,225,2003,3,Plesetsk Cosmodrome,Kosmos 3M
Cosmos 2401,Ministry of Defense,Military,Communications,LEO,Polar,1465,1502,0.00236,82.5,225,2003,3,Plesetsk Cosmodrome,Kosmos 3M
Cosmos 2408,Ministry of Defense,Military,Communications,LEO,Polar,1471,1495,0.00153,82.5,225,2004,3,Plesetsk Cosmodrome,Kosmos 3M
Cosmos 2409,Ministry of Defense,Military,Communications,LEO,Polar,1474,1495,0.00134,82.5,225,2004,3,Plesetsk Cosmodrome,Kosmos 3M
STSat-2C,Korea Aerospace Research Institute (KARI),Government,Technology Development,LEO,Polar,298,1482,0.0815,80.28,93,2013,2,Naro Space Center,Naro-1
USA 208,Missile Defense Agency (MDA),Military,Technology Development,LEO,Non-Polar Inclined,1347,1352,0.000324,58,2240,2009,4,Cape Canaveral,Delta 2
USA 209,Missile Defense Agency (MDA),Military,Technology Development,LEO,Non-Polar Inclined,1339,1351,0.000778,58,2240,2009,4,Cape Canaveral,Delta 2
Superview 1-01,Beijing Space View Technology,Commercial,Earth Observation,LEO,Sun-Synchronous,352,525,0.0127,97.6,560,2016,8,Taiyuan Launch Center,Long March 2D
Superview 1-02,Beijing Space View Technology,Commercial,Earth Observation,LEO,Sun-Synchronous,343,548,0.015,97.6,560,2016,8,Taiyuan Launch Center,Long March 2D
Superview 1-03,Beijing Space View Technology,Commercial,Earth Observation,LEO,Sun-Synchronous,517,535,0.00131,97.5,560,2018,8,Taiyuan Launch Center,Long March 2D
Superview 1-04,Beijing Space View Technology,Commercial,Earth Observation,LEO,Sun-Synchronous,515,534,0.00138,97.5,560,2018,8,Taiyuan Launch Center,Long March 2D
SWARM-A,European Space Agency (ESA),Government,Earth Observation,LEO,Polar,473,476,0.000219,87.3,468,2013,4,Plesetsk Cosmodrome,Rokot
SWARM-B,European Space Agency (ESA),Government,Earth Observation,LEO,Polar,473,476,0.000219,87.3,468,2013,4,Plesetsk Cosmodrome,Rokot
SWARM-C,European Space Agency (ESA),Government,Earth Observation,LEO,Polar,486,496,0.000729,87.5,468,2013,4,Plesetsk Cosmodrome,Rokot
SwissCube,Ecole Polytechnique F�d�rale de Lausanne (EPFL),Civil,Technology Development,LEO,Sun-Synchronous,710,720,0.000706,98.3,1,2009,1,Satish Dhawan Space Centre,PSLV
TanDEM-X,German Aerospace Center (DLR)/Astrium,Government,Earth Observation,LEO,Sun-Synchronous,507,510,0.000218,97.4,1350,2010,5,Baikonur Cosmodrome,Dnepr
Tango,European Space Agency (ESA) (and 250 international scientific investigators),Government,Space Science,Elliptical,Deep Highly Eccentric,17313,120961,0.686,90.7,1200,2000,4,Baikonur Cosmodrome,Soyuz
TeLEOS 1,AgilSpace,Commercial,Earth Observation,LEO,Equatorial,535,550,0.00108,15,400,2015,5,Satish Dhawan Space Centre,PSLV C29
TEMPEST-D,Colorado State University,Civil,Space Science,LEO,Non-Polar Inclined,399,407,0.000591,51.63,10,2018,1,International Space Station,Nanorack Deployer
TET-1,German Aerospace Center (DLR),Commercial,Technology Development,LEO,Sun-Synchronous,501,505,0.000291,97.5,120,2012,1,Baikonur Cosmodrome,Soyuz-Fregat
Uguisu,Kyushu Institute of Technology (KIT),Civil,Earth Observation,LEO,Non-Polar Inclined,405,415,0.000737,51.6,1,2019,1.5,International Space Station,J-SSOD Deployer
UiTMSAT-1,Universiti Teknologi Mara (UiTM),Civil,Earth Observation,LEO,Non-Polar Inclined,398,408,0.000738,51.6,1,2018,2,International Space Station,J-SSOD Deployer
UK-DMC-2,UK/DMC International Imaging (DMCII),Government,Earth Observation,LEO,Sun-Synchronous,660,662,0.000142,98,97,2009,5,Baikonur Cosmodrome,Dnepr
Ven�s,Centre National d'Etudes Spatiales (CNES)/Israel Space Agency,Government,Earth Observation,LEO,Sun-Synchronous,719,724,0.000353,98.3,264,2017,4.5,Guiana Space Center,Vega
VNREDSat 1A,Space Technology Institute-Vietnam Academy of Science and Technology (STI-VAST),Government,Earth Observation,LEO,Sun-Synchronous,682,685,0.000213,98.13,115,2013,5,Guiana Space Center,Vega
Worldview 1,Maxar Technologies Inc.,Commercial,Earth Observation,LEO,Sun-Synchronous,491,494,0.000219,97.3,4500,2007,7.25,Vandenberg AFB,Delta 2
Worldview 3,Maxar Technologies Inc.,Commercial,Earth Observation,LEO,Sun-Synchronous,612,614,0.000143,97.99,2800,2014,12,Vandenberg AFB,Atlas 5
XMM Newton,European Space Operations Centre (ESOC),Government,Space Science,Elliptical,Deep Highly Eccentric,7079,114027,0.799,38.4,3764,1999,10,Guiana Space Center,Ariane 5
X-Sat,Centre for Research in Satellite Technology (CREST),Government,Earth Observation,LEO,Sun-Synchronous,801,823,0.00153,98.7,91,2011,3,Satish Dhawan Space Centre,PSLV C16
Youthsat,Indian Space Research Organization (ISRO),Government,Space Science,LEO,Sun-Synchronous,802,824,0.00153,98.7,92,2011,2,Satish Dhawan Space Centre,PSLV C16
Ziyuan 1-2D,China Centre for Resources Satellite Data and Application (CRESDA),Government,Earth Observation,LEO,Sun-Synchronous,748,758,0.000702,98.5,2650,2019,5,Taiyuan Launch Center,Long March 4B
Ziyuan 3,China Centre for Resources Satellite Data and Application (CRESDA),Government,Earth Observation,LEO,Sun-Synchronous,500,504,0.000291,97.5,2650,2012,4,Taiyuan Launch Center,Long March 4B
Ziyuan 3-2,China Centre for Resources Satellite Data and Application (CRESDA),Government,Earth Observation,LEO,Sun-Synchronous,487,500,0.000947,97.5,2630,2016,4,Taiyuan Launch Center,Long March 4B
